idx,question_id,answer_id
898,"Bagaimana pendapatmu jika Al Quran itu datang dari sisi Allah, padahal kamu mengingkarinya dan seorang saksi dari Bani Israil mengakui (kebenaran) yang serupa, lalu kamu beriman? Mengapa kamu menyombongkan diri, padahal Allah tidak memberi petunjuk kepada orang-orang yang zalim, dan mereka adalah saksi dari Bani Israil, dan Allah menjadi saksi terhadap mereka.","Saksi dari Bani Israil (yaitu) Al Quran, seorang yang menjadi saksi di antara Bani Israil, dan dia membenarkan kitab yang sebelumnya. Dan adalah dia seorang yang membenarkan dan membenarkan kitab yang sebelumnya."
899,"Berapa lama total masa kehamilan dan menyusui? Apakah usia kesempurnaan kecerdasan, kekuatan, dan penglihatan?","Dan telah Kami perintahkan kepada manusia (berbuat baik) kepada dua orang ibu-bapaknya; ibunya telah mengandungnya selama tiga puluh bulan dan umurnya sampai tiga puluh bulan. Dan telah Kami perintahkan kepada manusia supaya berbuat baik kepada dua orang ibu-bapaknya, ibunya telah mengandungnya dengan susah payah dan menyapihnya dengan baik."
900,Apakah Ahqaf itu?,"Di sebelah selatan Semenanjung Arab, ada bukit pasir yang luas. Di situ orang-orang Hud tinggal dengan aman di situ. Mereka adalah suku Ad"
901,Apa arti 'Tā'fikanā' (a) di Surah Al-Ahqaf (22)?,Setiap tindakan kita.
902,"(Mengapa tidak) (diturunkan kepadanya) kepada Nabi Hud (azab kaumnya?) maksudnya siksaan apakah yang akan ditimpakan kepada mereka, atau azab akan ditimpakan kepada mereka karena mereka mendustakan Nabi Saleh.","Angin itu meniupkan angin yang sangat dingin ke dalam bumi untuk menghancurkan apa yang ada di dalamnya sehingga tidak ada sesuatu pun yang dapat menyelamatkan mereka dari azab Allah. Dengan demikian, mereka tidak merasakan kesewenang-wenangan di muka bumi."
903,"(Dan sesungguhnya Kami telah membinasakan negeri-negeri di sekitar kalian) yakni penduduk-penduduknya, seperti kaum Tsamud, kaum Ad dan kaum Luth (dan Kami adakan tanda-tanda kebesaran Kami) maksudnya Kami telah mengulang-ulang hujah-hujah Kami yang nyata (supaya mereka kembali.)",(Yang demikian itu) yakni hal-hal yang telah disebutkan tadi; lafal dzaalika berkedudukan menjadi mubtada sedangkan khabarnya ialah (adalah telah ditetapkan) telah diputuskan (oleh kaum Ad dan Tsamud) kaum Nabi Saleh.
904,"(Bagaimanakah) (mereka dapat menerima peringatan) maksudnya, iman tidak akan bermanfaat buat mereka bila azab diturunkan (dari) yakni dari (umat-umat yang telah mendengarkan) perkataan Nabi saw. kepada orang-orang mukmin (yaitu jin) lafal ayat ini menjadi Badal dari lafal Idzaa dan Jawabnya; dimaksud supaya mereka dapat mengambil pelajaran daripadanya.","Dan (ingatlah) ketika Kami hadapkan serombongan jin kepadamu yang mendengarkan Al Quran, maka tatkala rasul (Muhammad) datang kepada kamu, mereka mengucapkan: ""Hai kaum kami, kami telah mendengarkan Al Quran ini dan Rasul telah datang kepadamu dengan nyata, membenarkan kitab-kitab yang sebelumnya dan memberi petunjuk kepada kaumnya dan mereka berkata: ""Hai kaum kami, kami telah mendengarkan ayat-ayat Allah dan kami telah mendengar ayat-ayat Allah dan kami tinggalkan untuk siapa yang dikehendaki-Nya di antara rasul-rasul-Nya di antara kamu dan untuk memberi petunjuk kepada jalan yang lurus (Allah) ."""
905,"(Maka bersabarlah kamu) di dalam menghadapi perlakuan kaummu yang menyakitkan itu (sebagaimana orang-orang yang mempunyai keteguhan hati) yaitu orang-orang yang teguh dan sabar di dalam menghadapi cobaan dan tantangan (dari rasul-rasul) sebelummu, karena itu kamu akan termasuk orang yang mempunyai keteguhan hati. Lafal Min di sini menunjukkan makna Bayan, sehingga pengertiannya menunjukkan, bahwa semua rasul-rasul itu mempunyai keteguhan hati.","(Hai rasul-rasul, bersabarlah kamu) khithab pada ayat ini ditujukan kepada Nabi saw. (sebagaimana orang-orang yang sebelum kamu bersabar) dari pendustaan dan perlakuan mereka yang menyakitkan dari orang-orang musyrik (bersama-sama dengan Nuh, Ibrahim, Musa dan kamu berada di tengah-tengah mereka) yakni di tengah-tengah mereka. (Dan janganlah kamu tergesa-gesa) janganlah kamu tergesa-gesa (terhadap) menghadapi (azab kaummu ketika mereka telah menyaksikan azab itu) mereka seperti orang-orang Yahudi dan Nasrani (seperti orang-orang terdahulu) yang terbunuh dalam perang Badar atau kaum musyrikin (yaitu orang-orang) lafal min di sini menunjukkan makna bayan atau penjelasan (yang serupa) menjadi mubtada (dengan orang-orang yang takut kepada Allah) orang-orang mukmin (dan takut kepada azab-Nya) orang-orang kafir."
906,"Jika kamu menemui orang-orang kafir, maka pancunglah batang leher mereka. Sehingga apabila kamu telah mengalahkan mereka maka tawanlah mereka dan sesudah itu kamu boleh membebaskan mereka atau menerima tebusan sampai perang berakhir.","(Jika kamu bertemu dengan orang-orang yang kafir di medan perang maka pancunglah batang leher mereka) lafal Dharbur Riqaab adalah bentuk Mashdar yang menggantikan kedudukan Fi'ilnya, karena asalnya adalah, Fadhribuu Riqaabahum artinya, maka pancunglah batang leher mereka. Maksudnya, bunuhlah mereka."
907,Mengapa Allah tidak memberikan kemenangan kepada orang-orang Mukmin atas orang-orang kafir itu?,"(Demikianlah) menjadi Khabar dari Mubtada yang keberadaannya diperkirakan sebelumnya, yakni perintah Allah itu sebagaimana yang telah disebutkan (Allah telah menjelaskan ayat-ayat bagi kalian) yakni Alquran (atas agama-Nya dan Dia telah memastikan) di dalamnya (kebenaran-Nya) di dalam agama-Nya (atas kalian supaya kalian dapat mengalahkan-Nya) melalui hujah-hujah-Nya yang telah kalian katakan itu (dan supaya kalian dapat mengalahkan musuh-musuh kalian) dari agama Islam (dan jika kalian beriman) yakni kepada Islam (niscaya Dia menolong kalian) melalui perang Badar dalam perang Badar (dan meneguhkan telapak kaki kalian) dengan memberikan pertolongan kepada kalian untuk menghadapi musuh-musuh-Nya."
908,Apakah sungai - sungai di Firdaus itu?,"(Perumpamaan) gambaran tentang (surga yang dijanjikan kepada orang-orang yang bertakwa) dan yang menjadi milik bersama bagi orang-orang yang memasukinya. Lafal ayat ini menjadi Mubtada, sedangkan Khabarnya ialah (yang di dalamnya ada sungai-sungai dari air yang tiada berubah rasa dan baunya) dapat dibaca Aasinin atau Asinin, jika dibaca Aasinin wazannya sama dengan lafal Dhaaribin, jika dibaca Asinin Wazannya sama dengan lafal Hadzirun."
909,"Dan mengapa orang-orang yang beriman berkata: ""Mengapa tiada diturunkan suatu surat?"" Dan apabila diturunkan suatu surat (yang dibawa oleh) yang tertulis di dalamnya (kitab-kitab Allah), niscaya kamu melihat orang-orang yang ada penyakit di dalam hatinya memandang kepadamu seperti pandangan orang yang pingsan karena takut akan mati, dan kalau demikian tentulah yang lebih baik bagi mereka.","(Sesungguhnya orang-orang yang beriman kepada Allah dan Rasul-Nya, mereka berkata, ""Mengapa tidak) (diturunkan kepada kami suatu surah) yang di dalamnya dijelaskan masalah jihad (yang diwahyukan kepada orang-orang yang kafir) kepada Nabi Muhammad saw. yaitu Nabi Muhammad saw. (yakni suatu surah yang menerangkan hakikatnya) yang memisahkan antara perkara yang hak dan perkara yang batil (yaitu ketika diturunkan suatu surah yang jelas) yang membedakan antara perkara yang hak dan perkara yang batil (diturunkan kepada mereka) kepada orang-orang yang beriman (yaitu ketika) kepada Alquran (diturunkan kepada mereka Alquran yang mukmin dan yang ada dalam surah) yang di dalamnya terkandung makna dan hal-hal yang di dalamnya, yaitu termasuk hal-hal yang di dalamnya terkandung di dalam kalbu mereka, hal-hal tersebut demikianlah menurut keterangan yang telah disebutkan tadi. (Sesungguhnya orang-orang yang di dalam hati mereka itu menuruti kemauan mereka) di dalam hal-hal tersebut (dengan apa yang nyata) yakni yang telah mereka katakan tentang apa yang telah mereka katakan itu."
911,"(Dan sesungguhnya Kami telah memberi kemenangan kepadamu) maksudnya Kami telah memastikan kemenangan bagimu atas kota Mekah dan kota-kota lainnya di masa mendatang secara paksa melalui jihadmu (yaitu kemenangan yang nyata) artinya, kemenangan yang jelas dan nyata.",Dia adalah orang yang membuat Perjanjian Hudaybiyyah atau menaklukkan Mekah.
912,Apakah perjanjian itu atas orang-orang mukmin yang (nama) Rasul dan atas orang-orang yang (nama) mukmin?,"Perjanjian Hudaybiyyah diselesaikan, dan itu untuk gencatan senjata dengan orang kafir."
913,Mengapa orang-orang Badui tertinggal dalam bergabung Nabi Muhammad dalam perjalanannya ke Mekah?,"(Dan mereka khawatir) yakni orang-orang Quraisy (bahwa akan menimpakan) mendatangi (kepada nabi) yakni Nabi Muhammad saw. (suatu bencana) berupa kelaparan dan rasa takut serta hal-hal lainnya (karena mereka berkata, ""Sesungguhnya kami adalah orang-orang yang disibukkan oleh harta dan keluarga kami"") yaitu dengan harta benda dan anak-anak kami."
914,"(Orang-orang yang tertinggal itu akan berkata) yakni mereka yang telah disebutkan tadi (apabila kalian berangkat menuju tempat barang rampasan) yang dimaksud adalah ganimah perang Khaibar (untuk mengambilnya, ""Biarkanlah kami) maksudnya janganlah kalian halangi kami (mengikuti kalian"") supaya kami dapat mengambil sebagian dari ganimah tersebut (mereka bermaksud) dengan sikap mereka yang demikian itu (hendak merubah keputusan Allah) menurut suatu qiraat dibaca Kalimullah artinya, janji atau ancaman-Nya. Maksudnya, mereka mengubah ancaman Allah dengan ganimah Khaibar yang khusus hanya untuk mereka yang ikut dalam baiat Ridwan di Hudaibiyah.","(Orang-orang munafik itu berkata) kepada Nabi saw., (""Jika kamu dan orang-orang yang menyertaimu) yaitu orang-orang Mukmin (dan orang-orang mukmin) dari kalangan orang-orang kafir (maka hendaklah kamu mengeluarkan kepada mereka) artinya kepada orang-orang munafik itu (bagian dari apa yang telah dijanjikan Allah kepadamu) berupa ganimah dan lain-lainnya (dengan mengatakan) kepada mereka sebagai cemoohan (""Janganlah kamu berangkat) maksudnya janganlah kamu keluar untuk berjihad (bersama kami) artinya berjihad (dengan membawa barang rampasan."" Katakanlah,) kepada mereka (""Hendaklah kamu berperang di jalan Allah) maksudnya dengan cara berjihad melawan musuh-musuhmu itu (padahal kamu sendiri tidak menyukainya."")"
915,"(Dan bacakanlah) hai Muhammad (kepada mereka) yakni orang-orang kafir Mekah (kisah) berita (orang-orang yang beriman) dari kalangan penduduk Mekah (""Sesungguhnya Allah telah rida terhadap orang-orang mukmin) melalui perkataan mereka, bahwa sesungguhnya kamu adalah orang yang berpura-pura beriman (ketika mereka berjanji setia kepadamu) sungguh (di bawah pohon, maka diketahui-Nya apa yang ada di dalam hati mereka) berupa kekafiran dan kedurhakaan. (Maka Allah menurunkan ketenangan kepada mereka) yakni nikmat-nikmat (dan memberikan balasan kepada mereka dengan kemenangan yang dekat waktunya) yaitu surga.","(Sesungguhnya Allah telah rida terhadap orang-orang mukmin ketika mereka berjanji setia kepadamu) di Hudaibiyah (di bawah pohon) yaitu pohon Samurah, jumlah mereka yang menyatakan baiat itu ada seribu tiga ratus orang atau lebih."
916,Dan ingatlah apa yang disebut-sebut dalam beberapa ayat tentang harta rampasan perang.,Semoga Allah menyegerakan harta rampasan yang telah dijanjikan-Nya kepada orang-orang Mukmin yang ikhlas dan orang-orang yang baik. Hal itu adalah karunia yang besar dari Allah yang Dia karuniakan kepada kalian.
917,"Dan jika orang-orang kafir menyerang kamu, niscaya mereka berbalik melarikan diri ke belakang, kemudian mereka tiada memperoleh pelindung dan tidak (pula) penolong bagi mereka selain dari Allah. Itulah sunnah Allah yang telah berlaku terhadap orang-orang yang dahulu, dan kamu sekali-kali tidak akan mendapat perubahan bagi sunnah Allah.","(Sesungguhnya orang-orang yang beriman dan beramal saleh) kalimat ini menjadi mubtada sedangkan khabarnya ialah (alangkah bahagianya) lafal thuubaa mashdar daripada lafal ath-thiib, adalah nama sebuah pohon di surga, seseorang yang berkendaraan tidak akan dapat menempuh naungannya sekali pun berjalan seratus tahun (bagi orang-orang yang beriman) karena sesungguhnya tempat kembali mereka adalah neraka Jahanam."
918,"Dan Dialah yang menahan tangan mereka dari (membinasakan) kamu dan (menahan) tangan kamu dari (membinasakan) mereka di tengah kota Mekah sesudah Allah memenangkan kamu atas mereka, dan adalah Allah Maha Melihat apa yang kamu kerjakan.","Dan Dialah yang menahan tangan orang-orang kafir dari (membinasakan) kamu dan (menahan) tangan kamu dari (membinasakan) mereka di tengah kota Mekah sesudah kamu putus asa dari mereka, maka Dia mengampuni mereka dan melepaskan mereka dari kekuasaan-Nya. Dan Allah Maha Melihat apa yang kamu kerjakan."
919,"(Merekalah orang-orang yang kafir yang menghalangi kalian dari Masjidilharam) yakni menghalangi kalian untuk memasukinya (dan hewan kurban) diathafkan kepada Dhamir Kum yang ada pada lafal Washadduukum (dalam keadaan tidak beriman) kepada Nabi saw. (kepada orang-orang yang kalian tidak mengetahuinya) yakni orang-orang mukmin yang dimaksud adalah orang-orang mukmin (maka Allah akan memasukkan orang-orang yang dikehendaki-Nya ke dalam rahmat-Nya) lafal ayat ini diathafkan kepada lafal Hum yang terdapat pada lafal Hum yang keberadaannya diperkirakan, sedangkan lafal sesudahnya berkedudukan menjadi Badal atau kata keterangan keadaan. (Dan jika mereka berpisah-pisah) terpisah dari orang-orang mukmin (dengan orang-orang kafir di antara mereka) lafal ayat ini menjadi Mubtada (sesungguhnya Allah Maha Mengetahui segala sesuatu) lafal ayat ini menjadi Khabar dari Dhamir yang terdapat pada ayat ini dijelaskan oleh firman-Nya: (pastilah Dia akan memasukkan ke dalam hati kalian) ke dalam surga dan janganlah kalian kepada mereka.","(Orang-orang yang kafir) dari kalangan penduduk Mekah; lafal ayat ini berkedudukan menjadi Mubtada (adalah orang-orang yang menghalangi kalian) lafal ayat ini menjadi Khabar Mubtada (untuk memasuki Masjidilharam) lafal ayat ini menjadi Khabar dari Mubtada yang keberadaannya diperkirakan keberadaannya, yaitu lafal ayat berkedudukan menjadi Khabar dari Mubtada (untuk menjadikan orang-orang yang dimurkai Allah) menjadi Khabar dari Mubtada (sebagai pemimpin) lafal ayat ini menjadi Khabar dari Mubtada (bagi orang-orang yang beriman) lafal ayat ini menjadi Khabar Mubtada (dan bagi orang-orang yang kafir) di samping Allah (di antara mereka) yakni bagi orang-orang mukmin (di antara mereka) orang-orang Yahudi dan orang-orang mukmin (adakan yang lebih dekat kepada mereka) yakni Allah swt."
920,"(Dan bacakanlah) hai Muhammad (kepada mereka) yakni orang-orang Yahudi (berita) kabar (bahwa sesungguhnya Muhammad itu adalah utusan Allah) menurut suatu qiraat dibaca An-Naifun dengan dikasrahkan huruf Hamzahnya, sehingga bacaannya menjadi An-Nazzaa (dan orang-orang yang bersama dengan dia) yakni orang-orang musyrik (menjadi keras kepala) artinya mereka selalu bersikap keras (terhadap orang-orang kafir) di antara mereka (lalu kamu lihat mereka rukuk dan sujud) artinya mereka melakukan salat (dan sujud) di tengah-tengah (mencari karunia Allah) maksudnya di tengah-tengah (dan keridaan-Nya) berupa keridaan-Nya karena mengharapkan ampunan-Nya. (Sesungguhnya orang-orang yang beriman di antara mereka) yang beriman kepada Allah (serta orang-orang yang mengerjakan amal saleh) yakni orang-orang yang saleh (sebagai pahala yang besar) bagi orang-orang yang mendatangkan ampunan bagi mereka.","(Muhammad itu) lafal ayat ini berkedudukan menjadi Mubtada (adalah utusan Allah) menjadi Khabar dari Mubtada (dan orang-orang yang bersama dengan agama-Nya) menjadi Khabar dari Mubtada (mereka masuk ke dalam surga yang di bawahnya mengalir sungai-sungai, kalian lihat mereka) diathafkan kepada lafal ayat ini ialah ayat yang disitir oleh firman-Nya, ""Ya Rabb kami! Sebaliknya, orang-orang yang ingkar."""
921,"(Mengapa tidak) (diturunkan kepada Allah dan Rasul-Nya) yang menyampaikan Alquran (sebagai perumpamaan) sebagaimana yang telah dijelaskan oleh firman-Nya, ""Sesungguhnya aku hanya seorang pemberi peringatan."" (Q.S. Al-Anbiya, 98).",Dan janganlah kamu mengikuti hawa nafsu dalam urusan agama yang Allah dan Rasul-Nya.
922,Bacalah ayat-ayat yang menekankan menurunkan suara seseorang di hadapan Nabi Muhammad SAW.,"Hai orang-orang yang beriman, janganlah kamu meninggikan suaramu melebihi suara Nabi, dan janganlah kamu berkata kepadanya dengan suara yang keras, sebagaimana kerasnya suara sebagian kamu terhadap sebagian yang lain, supaya tidak hapus (pahala) amalanmu, sedangkan mereka tidak menyadari. Sesungguhnya orang-orang yang merendahkan suaranya di sisi Rasulullah, mereka itulah orang-orang yang telah diuji hati mereka oleh Allah untuk bertakwa dan memperoleh pahala yang besar."
923,Apa yang harus dilakukan jika dua kelompok orang Mukmin saling berkelahi?,"(Dan jika ada dua golongan dari orang-orang mukmin) hingga akhir ayat. Ayat ini diturunkan berkenaan dengan suatu masalah, yaitu bahwa Nabi saw. pada suatu hari menaiki keledai kendaraannya, lalu ia melewati Ibnu Ubay."
924,"Hai orang-orang yang beriman, janganlah kamu saling mengejek dan saling menghinakan. Seburuk-buruk panggilan bagi orang Mukmin adalah apabila mereka dipanggil dengan kata-kata fasik setelah mereka beriman.","Hai orang-orang yang beriman kepada Allah dan Rasul-Nya dan mengerjakan amal yang saleh, janganlah kamu saling mengolok-olok dan mengejek orang-orang yang mengolok-olok."
925,Apakah hukum jahiliah yang telah ditetapkan Allah untuk memutuskan perkara di antara manusia?,Sesungguhnya orang yang paling mulia derajatnya di sisi Allah adalah orang yang paling bertakwa di antara kalian.
926,"Apa artinya ""Sara Al-Hujurat""?",Kau tidak kekurangan apa-apa.
927,"dan pohon kurma yang mempunyai mayang yang bersusun-susun, dan pohon kurma yang mempunyai mayang yang bersusun-susun,","Dan Dia menumbuhkan pohon palem dengan batang panjang, beberapa dari yang menghasilkan buah di atas yang lain."
928,(Dan siapakah) Istifham atau kata tanya di sini mengandung makna Taqrir atau menetapkan (golongan yang) yakni orang-orang (nabi-nabi dan orang-orang yang diberi kitab) mereka adalah orang-orang Yahudi dan Nasrani (dan orang-orang yang mendustakan) rasul-rasul mereka.,"(Dan sesungguhnya mereka telah berdiam di tempat itu) di tempat-tempat tinggal mereka (dengan binatang-binatang ternak mereka) menurut suatu pendapat dikatakan, bahwa yang dimaksud adalah berhala-berhala (untuk berhala-berhala) yang mereka sembah (dan untuk berhala-berhala) sebagaimana yang telah disebutkan tadi (dikatakan kepada nabi mereka) sewaktu mereka menyekutukan Allah swt.: (""Hendaklah kamu menjadi saksi."") sebagaimana yang telah diungkapkan oleh ayat yang lain, yaitu, firman-Nya, ""Sesungguhnya kamu adalah orang-orang yang lalim."" (Q.S. Al-Ahqarah, 31)."
929,Siapa orang-orang dari gua dan orang-orang yang bersama mereka?,"Sebelum mereka, telah banyak umat yang mendustakan para rasul, seperti kaum Nabi Nûh, penduduk Rass, kaum Tsamûd, kaum 'Ad, Fir'aun, kaum Nabi Lûth, penduduk Aykah, dan kaum Tubba'. Mereka semua telah mendustakan para rasul yang diutus kepada mereka."
930,"Dan apakah tidak jelas bagi kami bahwa penciptaan yang pertama adalah lebih baik, ataukah mereka dalam keadaan ragu-ragu tentang penciptaan yang baru?","(Bukankah Kami telah menciptakan manusia pertama dari tanah) yakni dari tanah liat (kemudian Kami jadikan dia berada di tempat yang tetap) di muka bumi (maka sesungguhnya Kami akan mengembalikannya) mengembalikannya (kepada penciptaan yang baru) yaitu pada hari berbangkit (dan sesungguhnya mereka) orang-orang yang kafir itu (benar-benar dalam keraguan yang menggelisahkan terhadap adanya hari berbangkit) artinya, kami benar-benar ragu terhadap adanya hari berbangkit."
931,Tolong jelaskan arti ayat - ayat ini.,"Sesungguhnya Kami telah menciptakan manusia dan mengetahui apa yang dibisikkan oleh hatinya, dan Kami lebih dekat kepadanya dari pada urat lehernya sendiri, sedang malaikat itu memberitahukan kepada (pembicaraan) malaikat-malaikat (yang diutus) untuk menyampaikannya kepada manusia (Muhammad) di hari kiamat. Dan tidak ada yang dapat menghilangkan rahmat-Nya dari kamu dan (tidak pula) melainkan dia sendiri."
932,Apa dua hal yang diperlukan dan saling berkaitan yang dibutuhkan untuk memasuki firdaus?,"Dan bertakwalah kepada Allah di dunia ini dan pada hari kiamat; dan pada hari itu Allah menerima taubatnya; dan pada sisi-Nya ada surga yang dekat (kitab-Nya) bagi orang-orang yang bertakwa. Itulah hari yang dijanjikan kepada orang-orang yang bertaubat, dan barangsiapa yang bertakwa kepada Allah dengan hati yang bersih, maka masuklah ia ke dalam surga itu dengan aman sentosa."
933,Apa 'lebih' yang disebutkan dalam ayat itu?,"(Ingatlah), ketika melihat wajah Tuhan Yang Maha Pemurah,"
934,"Dan berapa banyaknya umat-umat yang telah Kami binasakan sebelum mereka yang mereka itu lebih besar kekuatannya daripada mereka ini, maka apakah mereka tidak mengadakan perjalanan di muka bumi lalu memperhatikan betapa kesudahan orang-orang yang sebelum mereka.","Memang, kehancuran generasi - generasi yang lalu menjadi pelajaran bagi orang yang memiliki hati yang memahami, atau telinga yang mendengarkan, yang berpikir sekarang, tidak lalai dan tidak melalaikan."
935,Bacalah ayat-ayat al-Qur'ân yang menerangkan hukum-hukum syariat Allah setelah diikrarkan dan ditutur-Nya. Sucikanlah Allah dari segala sifat yang tidak layak bagi diri-Nya sejak dini hari hingga akhir malam.,"(Dan pada sebagian malam hari bertasbihlah) pengertian bertasbih di sini adalah tasbih hakiki yaitu membaca, 'Subhaanallaah Wa bihamdihii' (dan pada bagian siang hari) lafal Idbaar adalah bentuk Mashdar, yakni lakukanlah salat subuh (dan pada waktu-waktu di waktu fajar) yakni mulai dari malam hari (bertasbih pulalah) yaitu salat Magrib dan salat Isyaklah kamu."
936,"(Dan dengarkanlah) hai orang yang diajak bicara akan seruan-Ku ini (pada hari penyeru menyeru) yakni malaikat Israfil (dari tempat yang dekat) dari langit, yaitu dari atas Kubbah Shakhr di Baitulmakdis, karena tempat itu yang paling dekat dengan langit. Ia menyerukan kata-kata, ""Hai tulang-belulang yang telah hancur dan sendi-sendi yang telah bercerai-berai dan daging-daging yang telah tercabik-cabik dan rambut-rambut yang telah berantakan!","(Dikatakan kepada mereka): ""Hendaklah kamu menjadi orang-orang yang aman sentosa di muka bumi, kecuali jika kamu benar-benar orang-orang yang bertakwa."
937,"(Mengapa Allah bersumpah dengan memakai tanda-tanda yang nyata) yakni dengan memakai bahasa Arab, ada pula yang mengatakan dengan memakai bahasa Arab, ada pula dengan memakai bahasa Arab, ada pula jamak, ada pula yang dengan memakai ya, ada pula yang dengan memakai alif dan ada pula yang dengan memakai alif dan ada pula yang tidak. (Demikian itu) maksudnya apa yang telah disebutkan itu (adalah karunia Allah yang diberikan-Nya kepada siapa yang dikehendaki-Nya) untuk menerima tobatnya (dan mereka) artinya orang-orang yang mempunyai sifat-sifat demikian itu (tidak akan memikul dosa sedikit pun kecuali orang-orang yang berdosa) yakni orang-orang yang berdosa tidak akan memikul dosa-dosa orang-orang yang akan memikul dosa orang-orang yang berdosa, yaitu orang-orang yang berdosa, oleh sebab orang-orang yang berdosa tidak akan memikul dosa orang-orang yang berdosa.",(Demi Allah yang Maha Tinggi) dari main-main dan hal-hal lainnya yang tidak layak bagi kebesaran-Nya (demi angin yang mengandung hujan) yakni angin yang membawa air hujan (lebih besar dari itu) daripada bintang-bintang itu (dan yang berlayar di lautan) sehingga permukaannya menjadi debu yang beterbangan. (Dan malaikat-malaikat) yakni malaikat-malaikat yang berada di langit (dengan perintah Allah) dengan perintah-Nya (dengan perintah-Nya) dengan perintah dari-Nya (dan dengan perintah-perintah-Nya) dengan perintah-Nya.
938,Apa arti dari: (terjemah)?,(Sesungguhnya pembalasan itu) yakni pembalasan sesudah hisab (hanyalah bagi orang-orang yang bertakwa) bagi orang-orang yang takut akan azab Allah swt.
939,(Dan langit serta pembinaannya.),"Jalan seorang wanita seperti jalan di padang pasir, dengan cara yang tidak jelas atau panduan dalam penciptaan."
940,(Sesungguhnya kamu) khithab ini ditujukan kepada Nabi saw. (benar-benar dalam keadaan berbeda pendapat) yakni terkadang kamu menjadi orang-orang yang musyrik (dan sesungguhnya telah disesatkan oleh orang-orang yang melampaui batas) yakni orang-orang kafir.,(Sesungguhnya orang-orang yang berpaling dari Alquran) dari beriman kepada Nabi Muhammad saw. (dan rasul) diathafkan kepada lafal alladziina pada ayat selanjutnya (benar-benar berada dalam kesesatan yang nyata) yakni jelas sesatnya. (Demikianlah) sebagaimana disesatkan-Nya orang yang berpaling itu (orang-orang yang lalim itu) yakni orang-orang yang kafir (berada dalam kesesatan yang jauh) yakni kesesatan yang jauh (dan mereka sesat dari jalan yang lurus) yakni tuntunan yang benar.
941,"Apa arti dari Surah Adhariyat (Angin), ayat 17?",Mereka sedang tidur.
942,Istifham atau kata tanya di sini mengandung makna Taqrir. Kemudian Allah menjelaskannya melalui firman berikutnya:,Allah telah menjanjikan kepada manusia bahwa mereka akan ditanya tentang apa yang mereka kerjakan.
943,"Siapakah yang melahirkan anak laki-laki yang cerdas seperti al-Qur'ân, ketika menyampaikan pesan-pesan sucinya kepada Ibrâhîm?","Dia Isaac, kedamaian baginya."
944,"(Kemudian istrinya datang) yakni Siti Sarah (seraya memekik) karena tercengang, berkedudukan menjadi Hal; yakni Siti Sarah datang seraya memekik karena kaget (lalu menepuk mukanya sendiri) menampar mukanya sendiri (seraya berkata, ""Aku adalah seorang perempuan tua yang mandul"") yang tidak dapat melahirkan anak sama sekali, pada saat itu umur Sarah mencapai sembilan puluh sembilan tahun, sedangkan Nabi Ibrahim seratus tahun; atau umur Nabi Ibrahim pada saat itu seratus dua puluh tahun, sedangkan umur Siti Sarah sembilan puluh tahun.","Maka tatkala (para malaikat) mendengar kabar gembira itu, dia datang kepada mereka (Muhammad) dengan membawa (membawa) tanda-tanda (mukjizat) dan dia berkata: ""Bagaimana aku akan melahirkan seorang perempuan tua, padahal aku belum pernah melahirkan seorang perempuan?"""
945,"Apa maksudnya ""Apa arti dari ayat itu,"" ""Jadi kirimkan hujan dari tanah liat yang akan mereka ciptakan seperti ngengat yang tersebar (33) oleh Tuhanmu untuk para pelanggar (34) [dari Surah Al-Dhariat]? """,Apa pun yang dilemparkan dengan itu ditandai dengan namanya.
946,"(Apakah) lafal Am di sini bermakna Istifham, maksudnya, apakah (dia) yakni Nabi Luth tidak mengapa (diselamatkan) dapat dibaca Tahqiq dan Tas-hil, artinya selamat (oleh tamu-tamu) Nabi Luth (selain dari tamu-tamunya) selain Nabi Luth dan kedua orang putrinya.","(Dan Kami tidak mendapati negeri itu, kecuali rumah-rumah kaum Luth) yang dimaksud adalah rumah-rumah para penduduknya, mereka adalah kaum Nabi Luth (yang telah beriman kepadanya. Tidak ada yang beriman kepadanya kecuali pengikut-pengikutnya."
947,"Di Surah Al-Zukhruf, Allah berkata tentang Firaun: 'Jadi kami membawa dia dan pasukannya dan melemparkan mereka ke laut, dan dia patut disalahkan.' Apa artinya:'?",Sesungguhnya orang-orang yang kafir kepada ayat-ayat Allah akan memperoleh siksa yang berat; dan Allah sekali-kali tidak lengah dari apa yang mereka kerjakan.
948,(Sesungguhnya aku seorang pemberi peringatan yang nyata dari Allah untuk kalian) aku adalah seorang pemberi peringatan yang jelas lagi gamblang.,"Dan barangsiapa yang menukar Allah dengan rahmat-Nya dan Rasul-Nya dengan orang-orang yang beriman kepada Allah dan taat kepada-Nya, maka mereka itu adalah orang-orang yang mendapat kemurkaan dari Allah dan mereka itulah orang-orang yang mendapat petunjuk."
949,Apa tujuan di balik penciptaan manusia dan jin?,"(Dan Aku tidak menciptakan jin dan manusia melainkan supaya mereka menyembah-Ku) pengertian dalam ayat ini sama sekali tidak bertentangan dengan kenyataan, bahwa orang-orang kafir tidak menyembah-Nya. Karena sesungguhnya tujuan dari ayat ini tidaklah memastikan keberadaannya."
