|question_en|answer_en|question_id|answer_id
935|Recite the noble verse that proves the validity of glorifying Allah after prayers.|And from the night, glorify Him and [at] the ends of prostration.|Bacalah ayat-ayat al-Qur'ân yang menerangkan hukum-hukum syariat Allah setelah diikrarkan dan ditutur-Nya. Sucikanlah Allah dari segala sifat yang tidak layak bagi diri-Nya sejak dini hari hingga akhir malam.|(Dan pada sebagian malam hari bertasbihlah) pengertian bertasbih di sini adalah tasbih hakiki yaitu membaca, 'Subhaanallaah Wa bihamdihii' (dan pada bagian siang hari) lafal Idbaar adalah bentuk Mashdar, yakni lakukanlah salat subuh (dan pada waktu-waktu di waktu fajar) yakni mulai dari malam hari (bertasbih pulalah) yaitu salat Magrib dan salat Isyaklah kamu.
936|And listen on the day when the announcer will call out from a nearby place. What is this day? Who is the announcer? Where is this nearby place? And what is the announcement?|It is the Day of Judgment, and the announcer is the King, Israfil (peace be upon him). The place is the Rock of Jerusalem, the closest place on Earth to Heaven. The call is for Israfil (peace be upon him) to say, 'O you bones, and scattered ashes, and dispersed spirits, Allah commands you to gather for the reckoning.'|"(Dan dengarkanlah) hai orang yang diajak bicara akan seruan-Ku ini (pada hari penyeru menyeru) yakni malaikat Israfil (dari tempat yang dekat) dari langit, yaitu dari atas Kubbah Shakhr di Baitulmakdis, karena tempat itu yang paling dekat dengan langit. Ia menyerukan kata-kata, ""Hai tulang-belulang yang telah hancur dan sendi-sendi yang telah bercerai-berai dan daging-daging yang telah tercabik-cabik dan rambut-rambut yang telah berantakan!"|"(Dikatakan kepada mereka): ""Hendaklah kamu menjadi orang-orang yang aman sentosa di muka bumi, kecuali jika kamu benar-benar orang-orang yang bertakwa."
937|What does Allah swear by in these noble verses? And the bearers of burdens (dhariyat), [they bear them] with difficulty (dharr), {1} And those [pregnant] who carry [the fetus] with ease, {2} And those who are responsible for distributing [provisions], {4} The bearers of burdens.|By Allah, the Exalted, I swear by the winds that stir the dust, by the clouds that carry a great weight of water, by the ships that sail through the seas with ease, and by the angels who carry out Allah's commands in His creation.|(Mengapa Allah bersumpah dengan memakai tanda-tanda yang nyata) yakni dengan memakai bahasa Arab, ada pula yang mengatakan dengan memakai bahasa Arab, ada pula dengan memakai bahasa Arab, ada pula jamak, ada pula yang dengan memakai ya, ada pula yang dengan memakai alif dan ada pula yang dengan memakai alif dan ada pula yang tidak. (Demikian itu) maksudnya apa yang telah disebutkan itu (adalah karunia Allah yang diberikan-Nya kepada siapa yang dikehendaki-Nya) untuk menerima tobatnya (dan mereka) artinya orang-orang yang mempunyai sifat-sifat demikian itu (tidak akan memikul dosa sedikit pun kecuali orang-orang yang berdosa) yakni orang-orang yang berdosa tidak akan memikul dosa-dosa orang-orang yang akan memikul dosa orang-orang yang berdosa, yaitu orang-orang yang berdosa, oleh sebab orang-orang yang berdosa tidak akan memikul dosa orang-orang yang berdosa.|(Demi Allah yang Maha Tinggi) dari main-main dan hal-hal lainnya yang tidak layak bagi kebesaran-Nya (demi angin yang mengandung hujan) yakni angin yang membawa air hujan (lebih besar dari itu) daripada bintang-bintang itu (dan yang berlayar di lautan) sehingga permukaannya menjadi debu yang beterbangan. (Dan malaikat-malaikat) yakni malaikat-malaikat yang berada di langit (dengan perintah Allah) dengan perintah-Nya (dengan perintah-Nya) dengan perintah dari-Nya (dan dengan perintah-perintah-Nya) dengan perintah-Nya.
938|What is the meaning of: (وَإِنَّ الدِّينَ لَوَاقِعٌ) ?|Indeed, reckoning and reward are inevitable for one's deeds.|Apa arti dari: (terjemah)?|(Sesungguhnya pembalasan itu) yakni pembalasan sesudah hisab (hanyalah bagi orang-orang yang bertakwa) bagi orang-orang yang takut akan azab Allah swt.
939|And the sky, with its curves. What is the meaning of: (Al-Hubuki)?|A woman's path is like a path in the desert, with no clear way or guide in creation.|(Dan langit serta pembinaannya.)|Jalan seorang wanita seperti jalan di padang pasir, dengan cara yang tidak jelas atau panduan dalam penciptaan.
940|Indeed, you are in a differing statement. He who is misled is misled by it. 'The ravagers were killed.' Those who are in heedlessness, lost. Explain these blessed verses from the chapter Al-Dhariyat.|You, O liars, are indeed in a state of confusion regarding this Quran and the Messenger of Allah (peace be upon him). Those who turn away from the Quran and the Messenger (peace be upon him) have indeed turned away from faith in them, due to their disregard for the clear proofs and evidences of Allah, and thus they have not been guided to goodness. Cursed are the liars, the unjust who deviate from the truth, they are heedless and excessive in their disbelief and misguidance.|(Sesungguhnya kamu) khithab ini ditujukan kepada Nabi saw. (benar-benar dalam keadaan berbeda pendapat) yakni terkadang kamu menjadi orang-orang yang musyrik (dan sesungguhnya telah disesatkan oleh orang-orang yang melampaui batas) yakni orang-orang kafir.|(Sesungguhnya orang-orang yang berpaling dari Alquran) dari beriman kepada Nabi Muhammad saw. (dan rasul) diathafkan kepada lafal alladziina pada ayat selanjutnya (benar-benar berada dalam kesesatan yang nyata) yakni jelas sesatnya. (Demikianlah) sebagaimana disesatkan-Nya orang yang berpaling itu (orang-orang yang lalim itu) yakni orang-orang yang kafir (berada dalam kesesatan yang jauh) yakni kesesatan yang jauh (dan mereka sesat dari jalan yang lurus) yakni tuntunan yang benar.
941|What does 'يَهْجَعُونَ' mean in Surah Adh-Dhariyat (The Winds), verse 17?|They are sleeping.|Apa arti dari Surah Adhariyat (Angin), ayat 17?|Mereka sedang tidur.
942|Upon what does the word (he) in the verse refer?|God Almighty has promised people that they will be held accountable for their deeds.|Istifham atau kata tanya di sini mengandung makna Taqrir. Kemudian Allah menjelaskannya melalui firman berikutnya:|Allah telah menjanjikan kepada manusia bahwa mereka akan ditanya tentang apa yang mereka kerjakan.
943|Who is the knowledgeable boy that the angels announced to Ibrahim (peace be upon him) from the Dhariyat?|He is Isaac, peace be upon him.|Siapakah yang melahirkan anak laki-laki yang cerdas seperti al-Qur'ân, ketika menyampaikan pesan-pesan sucinya kepada Ibrâhîm?|Dia Isaac, kedamaian baginya.
944|Then his wife approached in tears, and she wiped her face and said, 'An old, barren woman!' (Interpret the verse from Surah Al-Dhariyat, verse 29).|When Sarah heard the news of the angels' message, she approached them in surprise, slapped her face in disbelief, and said, 'How can I give birth when I am an old woman who has never conceived?'|"(Kemudian istrinya datang) yakni Siti Sarah (seraya memekik) karena tercengang, berkedudukan menjadi Hal; yakni Siti Sarah datang seraya memekik karena kaget (lalu menepuk mukanya sendiri) menampar mukanya sendiri (seraya berkata, ""Aku adalah seorang perempuan tua yang mandul"") yang tidak dapat melahirkan anak sama sekali, pada saat itu umur Sarah mencapai sembilan puluh sembilan tahun, sedangkan Nabi Ibrahim seratus tahun; atau umur Nabi Ibrahim pada saat itu seratus dua puluh tahun, sedangkan umur Siti Sarah sembilan puluh tahun."|"Maka tatkala (para malaikat) mendengar kabar gembira itu, dia datang kepada mereka (Muhammad) dengan membawa (membawa) tanda-tanda (mukjizat) dan dia berkata: ""Bagaimana aku akan melahirkan seorang perempuan tua, padahal aku belum pernah melahirkan seorang perempuan?"""
945|What does 'مُسَوَّمَةً' mean in the verse: 'So send against them a rain of clay [bricks] from which they will be created like scattered moths (33) by your Lord for the transgressors (34) [from Surah Al-Dhariat]?'|Anything thrown with it is marked with its name.|"Apa maksudnya ""Apa arti dari ayat itu,"" ""Jadi kirimkan hujan dari tanah liat yang akan mereka ciptakan seperti ngengat yang tersebar (33) oleh Tuhanmu untuk para pelanggar (34) [dari Surah Al-Dhariat]? """|Apa pun yang dilemparkan dengan itu ditandai dengan namanya.
946|Was anyone from the people of Lot (peace be upon him) safe except for his household?|We found in the city only the house of Lot (peace be upon him), for indeed, there was no household that believed among his people except his household, and his wife was among those who disbelieved.|(Apakah) lafal Am di sini bermakna Istifham, maksudnya, apakah (dia) yakni Nabi Luth tidak mengapa (diselamatkan) dapat dibaca Tahqiq dan Tas-hil, artinya selamat (oleh tamu-tamu) Nabi Luth (selain dari tamu-tamunya) selain Nabi Luth dan kedua orang putrinya.|(Dan Kami tidak mendapati negeri itu, kecuali rumah-rumah kaum Luth) yang dimaksud adalah rumah-rumah para penduduknya, mereka adalah kaum Nabi Luth (yang telah beriman kepadanya. Tidak ada yang beriman kepadanya kecuali pengikut-pengikutnya.
947|In Surah Al-Zukhruf, Allah says about Pharaoh: 'So We took him and his hosts and threw them into the sea, and he was blameworthy.' What is the meaning of: '(وَهُوَ مُلِيمٌ)'?|Indeed, it is He who sends down to you [O Muhammad] the Qur'an. Those who disbelieve in Allah's signs will have a severe punishment, and Allah is not unaware of what they do.|Di Surah Al-Zukhruf, Allah berkata tentang Firaun: 'Jadi kami membawa dia dan pasukannya dan melemparkan mereka ke laut, dan dia patut disalahkan.' Apa artinya:'?|Sesungguhnya orang-orang yang kafir kepada ayat-ayat Allah akan memperoleh siksa yang berat; dan Allah sekali-kali tidak lengah dari apa yang mereka kerjakan.
948|The word 'firah' usually means fleeing or moving away from something, except for fleeing to Allah in the verse: 'So flee to Allah. Indeed, I am to you from Him a clear warner.' (50: The Throngs). But how do we flee to Allah?|One of those who have turned from the wrath of Allah to His mercy by believing in Him and His Messenger, and following His commands and acting in obedience.|(Sesungguhnya aku seorang pemberi peringatan yang nyata dari Allah untuk kalian) aku adalah seorang pemberi peringatan yang jelas lagi gamblang.|Dan barangsiapa yang menukar Allah dengan rahmat-Nya dan Rasul-Nya dengan orang-orang yang beriman kepada Allah dan taat kepada-Nya, maka mereka itu adalah orang-orang yang mendapat kemurkaan dari Allah dan mereka itulah orang-orang yang mendapat petunjuk.
949|What is the purpose behind the creation of humans and jinn?|Worshipping Allah alone is the true purpose of life, as guided by the Messengers, and I have created the jinn and mankind only to worship Me.|Apa tujuan di balik penciptaan manusia dan jin?|(Dan Aku tidak menciptakan jin dan manusia melainkan supaya mereka menyembah-Ku) pengertian dalam ayat ini sama sekali tidak bertentangan dengan kenyataan, bahwa orang-orang kafir tidak menyembah-Nya. Karena sesungguhnya tujuan dari ayat ini tidaklah memastikan keberadaannya.
950|Explain the meanings of the verses: 'Indeed, those who have wronged will have a punishment similar to that of their peers; so do not rush them. Woe to those who disbelieved from the day they were promised!' (The Dhaariyat, verses 59-60)|Indeed, those who wronged by disbelieving in the Messenger Muhammad (peace be upon him) will have a share of Allah's torment, which will come upon them like the share of those who passed before them. They should not hasten the torment, for it will certainly come to them. Woe and sorrow await those who disbelieved in Allah and His Messenger on the day they were promised the torment, which is the Day of Resurrection.|Maka janganlah kamu tinggalkan sikapmu yang berbeda dengan orang-orang yang mendustakan. Mereka menginginkan agar kamu sedikit bersikap lunak terhadap mereka sehingga mereka pun akan bersikap lunak terhadapmu sebagai balasan atas sikapmu.|(Sesungguhnya orang-orang yang lalim terhadap rasul) seperti Abu Jahal dan lain-lainnya (mereka mendapat bagian dari siksa Allah) yaitu dengan dibunuh dan ditawan (dan bagi orang-orang yang kafir) yang dimaksud adalah umat-umat terdahulu (seperti keadaan orang-orang yang telah terdahulu) seperti orang-orang Yahudi dan Nasrani (dari umat-umat terdahulu) dari kalangan orang-orang Yahudi (maka janganlah mereka meminta disegerakan azab, karena sesungguhnya telah datang kepada mereka azab kepada mereka) dengan segera (dan kecelakaan yang besar) azab yang keras (disebabkan kekafiran mereka) oleh sebab keingkaran mereka terhadap Nabi saw. (pada hari kiamat.
951|What is the stage that Allah (SWT) swore by?|He is the mountain that God, the Exalted, spoke to Moses on.|Apakah (patut) untuk Allah Yang Maha Tinggi?|(Dan sesungguhnya dia) yakni Alquran itu (benar-benar gunung yang di dalamnya terdapat Tuhan Yang Maha Esa dan Tuhan Yang Maha Suci) dari semua apa yang tidak layak bagi keagungan dan kebesaran-Nya (lagi Maha Tinggi) di atas semua makhluk-Nya.
952|In the holy verses, what has Allah sworn by in the phrase 'Wa al-Touri' and what is the answer to the oath?|I swear by Allah, the Exalted, by Mount Sinai, by the revealed Book, by the distant House, by the sky, and by the guarded sea. And the answer to the oath is that the punishment of your Lord, O Messenger, will indeed come upon the disbelievers.|Dalam ayat-ayat al-Qur'ân ini, Allah sungguh Maha Mengetahui segala kesungguhan dan ketentuan hukum yang terkandung di dalamnya.|(Demi Allah Yang Maha Tinggi) lafal Al-Wail ini adalah Mashdar yang berfungsi mengukuhkan makna jumlah kalimat sebelumnya, yaitu (demi Thursina) nama sebuah bukit tempat Allah swt. (yang menurunkan Alkitab) yakni Alquran (dari Alquran) yakni Lohmahfuz (berupa rumah yang jauh) jauh dari rahmat-Nya (di langit dan di laut) laut, yang dimaksud adalah rumah Allah swt. (dan yang berkuasa atasnya) atas demikian pula bagi orang-orang kafir (maka sesungguhnya azab Rabbmu pasti akan dijatuhkan kepada orang-orang yang kafir) yakni Allah pasti akan mengazab orang-orang kafir.
953|And those who believe, and their descendants follow them in faith, We will join with them their descendants, and We will not decrease any of their deeds. Every person is held responsible for what they have earned. Explain the verse 21 of Surah At-Tur.|And those who believe, and their descendants follow them in faith, We will join them with their descendants in their homes of bliss. Even if their parents did not do good deeds, We will not reduce the reward of their deeds in the least. Every person is responsible for his own actions, and no burden is shared by another.|Dan orang-orang yang beriman dan berhak untuk memperoleh derajat yang tinggi lalu diikuti oleh anak cucu mereka dalam beriman, dan anak cucu itu belum mencapai derajat yang dicapai oleh bapak-bapak mereka, maka Kami akan menghubungkan mereka dengan anak cucu mereka itu, agar mereka dapat bergembira dengan anak cucunya. Kami tidak akan mengurangi pahala perbuatan mereka sedikit pun, dan bapak tidak akan membawa kesalahan anak cucu mereka sedikit pun, karena setiap manusia bertanggung jawab atas perbuatannya sendiri dan orang lain tidak akan dihukum karenanya.|(Dan orang-orang yang beriman) berkedudukan menjadi Mubtada (dan mereka diikuti) menurut suatu qiraat dibaca Wa-atba'naahum yakni, Kami ikutkan kepada mereka, Di'athafkan kepada lafal Amanuu (oleh anak cucu mereka) menurut suatu qiraat dibaca Dzurriyyatahum, dalam bentuk Mufrad; artinya oleh keturunan mereka, baik yang masih kecil maupun yang sudah dewasa (dalam keimanan) maksudnya, diikuti oleh anak cucu mereka keimanannya. (Dan Kami hubungkan anak cucu mereka dengan mereka) ke dalam surga, dengan demikian maka anak cucu mereka memiliki kedudukan yang sama dengan mereka, sekalipun anak cucu mereka tidak mempunyai hubungan dengan mereka.
954|Do the people of Paradise drink wine?|Yes, but this drink is unlike the wine of the world, it does not intoxicate the mind, nor does it lead to foolishness or sinful speech.|Ataukah penghuni surga yang kenikmatannya abadi dan telah dijanjikan untuk orang-orang Mukmin yang bertakwa sebagai surga dan tidak akan terputus?|Ya, tetapi minuman ini tidak seperti anggur di dunia, ia tidak memabukkan pikiran, dan juga tidak mengarah ke kebodohan atau tutur kata yang berdosa.
955|What is the reason for the bliss of the people of Paradise?|They were in the world fearful of God Almighty, dreading His punishment and retribution on the Day of Judgment. God showed them mercy by guiding them and sparing them the torment of Hellfire, which is its fire and heat. Previously, they used to supplicate to God alone, asking Him to protect them from the torment of Hellfire and grant them Paradise. He answered their prayers and granted their request, for He is indeed the Most Merciful. Whoever attains His mercy and kindness will gain His pleasure and enter Paradise, and will be spared from His wrath and the Fire. Some of them turned to each other, asking (25) 'We were previously in our families, fearful (26) But God has shown us mercy and saved us from the torment of Hellfire (27) We used to invoke Him, for He is indeed the Most Merciful.' - Al-Tur.|Mengapa orang-orang yang berbuat kebatilan di dunia telah mendustakan rasul-rasul?|(Sesungguhnya Allah telah memasukkan orang-orang yang takut kepada siksa-Nya di dunia dengan rasa takut akan siksa-Nya) yaitu dengan dibunuh dan ditawan (dan siksa-Nya di akhirat) yaitu api neraka (dan memasukkan mereka ke dalam rahmat-Nya) yaitu surga. (Dan barang siapa yang mendapat) di antara mereka (ke dalam keridaan-Nya, niscaya Dia akan memasukkannya) dapat dibaca Tahqiq dan Tas-hil (ke dalam surga) yakni ke dalam surga (dan melepaskan amarah-Nya, dan melepaskan diri daripadanya serta mengeluarkan mereka) dari azab-Nya (sesungguhnya Allah telah memperkenankan doa mereka) di dunia (dan Dia Maha Penyayang kepada kami) sehingga Dia tidak menyegerakan hukuman-Nya kepada kami (lagi Maha Penyayang) terhadap mereka.
956|Or do they say, 'A poet, we await for him a fortune by chance'? (Quran 26:226) What is the meaning of this noble verse?|Do the pagans say to you, O Messenger, 'He is a poet, we are waiting for his death'?|"(Bahkan) lebih dari itu (mereka mengatakan,) ""Dia (adalah seorang penyair yang kami tunggu-tunggu kecelakaan menimpanya"") malapetaka menimpanya lalu ia binasa sebagaimana nasib yang dialami oleh para penyair lainnya."|(Apakah orang-orang kafir berkata kepadamu, Muhammad, bahwa ia) yakni Nabi Muhammad saw. (adalah seorang penyair yang kami tunggu-tunggu kematiannya.
957|What does 'their dreams' (أَحْلَامُهُم) mean in the verse 'Or do you command them with your dreams, or are they a transgressing people?' (Al-Tur 52:32)?|Their minds.|Apa arti 'mimpi mereka' (Al-Tur 52:32) atau mereka adalah orang-orang yang melanggar?' (Al-Tur 52:32)?|Pikiran mereka.
958|Explain these verses from the Quran, Surah At-Tur (The Mount):|Remind, O Messenger, those to whom the Quran was sent, for you are not a sorcerer who reveals the unknown without knowledge, nor a madman who speaks without understanding, as they claim. They say, 'He is a poet, we await his death.' Do their minds command them with this contradictory statement? For the qualities of sorcery, poetry, and madness cannot coexist. Do these pagans claim that Muhammad fabricated the Quran himself? Or were these pagans created without a Creator or Maker, or are they the creators of themselves? Or did they create the heavens and the earth in this magnificent manner? Or do they have treasures of your Lord that they control? Or are they the mighty ones who overpower God's creation by force and dominance? Or do they have a ladder to heaven to listen to the revelation and confirm that what they are upon is true? Or does God, the Exalted, have daughters and you have sons, as you falsely claim? Or do these pagans demand a fee for delivering the message, as they find it difficult to fulfill the obligation they are asked to bear? Or do they have knowledge of the unseen, which they write down and inform people about? Or do they intend deceit and trickery against the Messenger and the believers, for those who disbelieve, their plots and tricks will only rebound upon themselves? Or do they have a deity worthy of worship besides God? Far removed and exalted is He from what they associate. And even if these pagans see the torment descending upon them from the sky, they will not deviate from their disbelief, and they will say, 'This is but clouds piled up one upon another.'|Wahai Muhammad, terangkan kepada mereka ayat-ayat Allah yang menjelaskan berbagai hukum dan nasihat yang terkandung di dalamnya. Kitab-kitab suci yang diturunkan kepada para nabi adalah al-Qur'ân yang mengandung peringatan bagi orang yang menjadikannya sebagai petunjuk, dan bukan yang lain.|"(Apakah orang-orang kafir itu mengatakan, ""Dia adalah seorang penyair yang kami tunggu-tunggu kematiannya."") hancur berantakan (Jawab mereka, ""Apakah) menurut qiraat yang lain lafal A-innaa dibaca A-innaa (di antara mereka) apa yang mereka kehendaki tentang Alquran yang diturunkan kepada mereka, maksudnya apakah mereka dapat mendahuluinya (padahal Alquran ini) yakni di dalam Alquran itu (adalah benar-benar diturunkan dari Rabbmu) kepada orang-orang yang mengingkarinya (ataukah orang-orang musyrik itu) yakni penduduk Mekah (di antara mereka) yakni penduduk Mekah (yang mengaku-ngaku) yakni mereka mengatakan bahwa Alquran itu (sebagai tuhan, padahal mereka tidak mendatangkan keterangan-keterangan yang nyata) yakni hujah yang menunjukkan kepada keesaan Allah, karena mereka tidak mau beriman."
959|Do the disbelievers face punishment before the punishment of the Day of Judgment?|Yes, indeed, those who are lost have a punishment in this world before the punishment of the Day of Judgment, including killing, enslavement, and the torment of the barrier, and other than that. And indeed, for those who wronged, there is a punishment besides that, but most of them do not know. (Tor 47)|Apakah orang-orang kafir juga akan mendapat siksa sebelum datangnya hari kiamat?|(Sebenarnya orang-orang yang lalim itu) yakni orang-orang kafir (akan memperoleh azab, selain azab yang membinasakan mereka di dunia) berupa azab, tumbuh-tumbuhan dan lain-lainnya (tetapi kebanyakan mereka tidak mengetahui) akibat dari kedustaan mereka.
960|And be patient for the judgment of your Lord, for indeed, you are within Our sight, and glorify the praise of your Lord when you arise. And during the night, praise Him and at the setting of the stars. Surah At-Tur. Explain these verses.|Be patient, O Messenger, with the judgment and command of your Lord regarding the burden of the message He has laid upon you, and with the harm caused by your people. Indeed, we are with you, watching over and caring for you. Glorify your Lord with His praise when you rise for prayer, and when you rise from sleep, and during the night. And do so again at the time of the morning prayer, just before the disappearance of the stars. In this verse, the attribute of the eyes is affirmed for the Exalted Lord, befitting His majesty, without any resemblance to His creation or likening to His essence. Glory be to Him, and all praise is due to Him, as this has been established in the tradition and agreed upon by the early generations. The word is used here in the plural form for the sake of magnification.|(Dan bersabarlah dalam menunggu ketetapan Rabbmu) yaitu dengan ditangguhkannya mereka dan janganlah dadamu merasa sempit karenanya (maka sesungguhnya kamu berada dalam pengawasan-Ku) yaitu selalu dalam lindungan dan pengawasan-Ku (dan bertasbihlah) seraya (memuji Rabbmu) yaitu katakanlah, 'Subhaanallah Wa Bihamdihii' (ketika kamu bangun berdiri) dari tidurmu atau dari tempat majelismu.|(Hai Rasul, bersabarlah kamu) khithab atau perintah ini ditujukan kepada Nabi saw. (bersama-sama dengan kalimat Rabbmu) yakni Alquran (dan perintah-Nya) yang membenarkan-Nya (di waktu kamu bangun) dari tidur (untuk salat dan di malam hari) saat-saat malam hari (serta lakukanlah salat pada waktu fajar) yakni salat subuh (sesungguhnya sebelum bintang-bintang tenggelam) artinya sebelum bintang-bintang tenggelam (dan telah nyata bagi kamu) di dalam bintang-bintang itu terdapat tanda-tanda bagi kekuasaan Allah swt. (bagi Tuhanmu) yang menunjukkan kepada keesaan-Nya (Maha Suci dan Maha Suci Allah) kalimat ini memahasucikan-Nya dari mempunyai sifat yang disucikan-Nya (dari apa yang mereka sifat-sifatkan).
961|And the star when it falls, Your companion has not strayed, nor has he erred, Nor does he speak of his own desire. It is only a revelation that is revealed. He was taught by one mighty in power. One standing, while he was on the highest horizon. Then he approached and descended, until he was two bow lengths or closer, or even nearer. He revealed to His servant what he revealed. His heart did not lie about what he saw. Will you dispute with him about what he sees? And indeed, he saw him in another descent, At the lotus tree of the boundary, Near it is the garden of the abode, When there covered the lotus tree what covered it. His sight did not waver, nor did it stray. Indeed, he saw of the signs of his Lord, the great. Do you interpret the noble verses?|I swear by Allah, the Most High, by the stars when they set, that Muhammad (peace be upon him) did not deviate from the path of guidance and truth, nor did he go astray, but rather he was in the utmost state of uprightness, balance, and righteousness, and his speech was not based on his own desire. The Quran and the Sunnah are nothing but a revelation from Allah to His Prophet Muhammad (peace be upon him). Allah taught Muhammad (peace be upon him) an angel of great strength and beautiful appearance, who is Gabriel (peace be upon him). Gabriel appeared to the Prophet (peace be upon him) in his true form at the highest horizon, which is the horizon of the sun at its rising. Then Gabriel approached the Prophet (peace be upon him), coming closer and closer, until he was as close as two bow-lengths or even closer. Then Allah, the Most High, revealed to His servant Muhammad (peace be upon him) through Gabriel (peace be upon him). Muhammad's heart did not belie what his eyes saw. Do you deny Muhammad (peace be upon him) and argue with him about what he sees and observes from the signs of his Lord? Muhammad (peace be upon him) saw Gabriel in his true form again, at the Lote Tree of the Utmost Boundary, which is a tree in the seventh heaven, where all that is raised from the earth ends, and where all that is cast down from above ends. There is a great matter at the Lote Tree from Allah, the description of which is known only to Allah, the Mighty and Majestic. The Prophet (peace be upon him) was in a state of great steadfastness and obedience, so he did not move his gaze to the right or left, nor did he exceed what he was commanded to see. Muhammad (peace be upon him) saw the Night of Ascension from the great signs of his Lord, indicating Allah's power and greatness, including Paradise, Hellfire, and other things.|(Dan tiadalah) Maa bermakna Nafi (kecuali) (apa yang telah diwahyukan kepadanya) yaitu Alquran yang diwahyukan (dengan sebenar-benarnya) yang tidak diwahyukan kepadanya, maka mengapa kamu tidak berbantah-bantahan tentang apa yang ia lihat (padahal dia berada di ufuk yang tinggi) lafal Alquran ini menjadi Hal atau kata keterangan keadaan dari dhamir yang terkandung di dalam lafal 'Amilnya yang terkandung di dalam lafal Takhfif atau lafal 'Indahuu. Makna ayat, dia adalah Alquran yang mengandung makna Bayan, dan lafal Alquran adalah bentuk jamak dari lafal Bashirah yang artinya; lafal Alquran itu terang; lafal Alquran adalah bentuk jamak dari lafal Dzirah yang mengandung makna Mubtada (dan tidak lain) yakni Nabi Muhammad saw. (apa yang telah diwahyukan kepadanya) yakni apa yang telah diwahyukan kepadanya, yaitu berupa Alquran dan apa yang diwah (apa yang diwahyukan Rabbnya) yang diwahyukan telah diwahyukan Allah, dan apa yang diwahyukan-Nya, yaitu Alquran.|Lafal ayat ini berta'alluq kepada lafal yang menjadi Ta'alluq atau gantungan bagi Khabar, yaitu lafal Kaainatan. Makna yang dimaksud ialah, bukanlah Alquran dan hukum-hukum yang diturunkan terhadap Nabi Muhammad saw. yaitu, bahwasanya Alquran itu diturunkan oleh Allah dari sisi-Nya.
962|What was the name of the god that the Quraysh used to worship?|Have you considered Lat, Uzza, and Manat, the third, the other?|Apa nama dewa yang Quraisy digunakan untuk menyembah?|Apakah kalian mengetahui hal itu sehingga memikirkan Lât, 'Uzzâ dan, ketiga, Manât yang kalian jadikan tuhan-tuhan sembahan kalian?
963|What does 'ضِيزَى' mean in the verse 'That, then, is a division, ignoble' from Surah An-Najm (53:22)?|This is an unfair and unjust division.|"Apa artinya ""Nejm"" dalam ayat 'Itu, kemudian, adalah sebuah divisi, tercela' dari Surah An-Najm (53:22)?"|Pembagian itu sungguh merupakan pembagian yang tidak adil, karena kalian telah menjadikan sesuatu yang tidak kalian sukai untuk Allah.
964|What are the conditions for intercession?|God alone grants permission for intercession, and He is pleased with those whom He wills. And how many angels are there in the heavens whose intercession will not avail at all, except by the permission of Allah and His pleasure.|Bagaimana kondisi perantaranya?|Dan berapa banyaknya malaikat di langit, syafa'at mereka sedikitpun tidak berguna, kecuali dengan izin Allah dan keridhaan-Nya.
965|Who are those who avoid the major sins and the forbidden acts, except for minor ones? Indeed, your Lord is vast in forgiveness. He is the most knowing of you, when He created you from the earth and when you were in the bellies of your mothers. Therefore, do not claim purity for yourselves. He is the most knowing of who is righteous. (32) Al-Najm (The Star). Explain this verse.|They are those who stay away from major sins and indecencies, except for minor sins that one does not persist in or that a servant commits rarely. If they fulfill their duties and avoid prohibited acts, God will forgive these and cover them up. Indeed, your Lord is vast in forgiveness. He knows your conditions best, from when He created your father Adam from clay, and when you were in the bellies of your mothers. Do not boast about yourselves and do not claim righteousness, for He knows best who truly fears His punishment and avoids His disobedience among His servants.|(Yaitu orang-orang yang menjauhi dosa-dosa besar dan perbuatan-perbuatan keji selain dari kesalahan-kesalahan kecil) yang dimaksud dari lafal Al Lamam adalah dosa-dosa kecil seperti, melihat wanita lain, menciumnya dan menyentuhnya.|(Mereka itulah orang-orang yang menjauhi dosa-dosa besar dan perbuatan keji selain dari kesalahan-kesalahan kecil) yang dimaksud dari lafal Al Lamam adalah dosa-dosa kecil seperti, melihat wanita lain, menciumnya dan menyentuhnya.
